Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
Discharge from the limb/ulcer/eczema,Which side?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
Discharge from the limb/ulcer/eczema,Frequency/Duration,Concept Details,,,,,,,,,,,,,,,,,,,,,Which side?,Non-Coded Chief Complaint,Chief Complaint Duration,,,,,,,,,,
Discharge from the limb/ulcer/eczema,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local lymphadenopathy,Which side?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
Local lymphadenopathy,Frequency/Duration,Concept Details,,,,,,,,,,,,,,,,,,,,,Which side?,Non-Coded Chief Complaint,Chief Complaint Duration,,,,,,,,,,
Local lymphadenopathy,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presence of odor,Which side?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
Presence of odor,Frequency/Duration,Concept Details,,,,,,,,,,,,,,,,,,,,,Which side?,Non-Coded Chief Complaint,Chief Complaint Duration,,,,,,,,,,
Presence of odor,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presence of fibrous nodules,Which side?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
Presence of fibrous nodules,Frequency/Duration,Concept Details,,,,,,,,,,,,,,,,,,,,,Which side?,Non-Coded Chief Complaint,Chief Complaint Duration,,,,,,,,,,
Presence of fibrous nodules,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,How the odema was developed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clinical assessment of aetiology,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Family History (pedigree chart),Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical History,Mode of treatment,Misc,Coded,,,,,,,Modern medicine,Homoeopathy,Folklore medicine,Ayurveda,Unani,Any other(specify),,,,,,,,,,,,,,,,,,,,
Medical History,Medication name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical History,Duration,Concept Details,,,,,,,,,,,,,,,,,,,,,Mode of treatment,Non-Coded Chief Complaint,Chief Complaint Duration,,,,,,,,,,
Medical History,Outcome,Misc,Coded,,,,,,,Improved,Aggravated,No change,Cured,Caused cellulitis,,,,,,,,,,,,,,,,,,,,,
,3.1 History of present illness,Misc,Block,,,,,,"Recent inflammatory episode,Using injection/Consuming antibiotics for prevention of fever attacks,Genital organs affected,Surgery for hydrocele,Sudden increase in limb size,Discharge from the limb/ulcer/eczema,Local lymphadenopathy,Presence of odor,Presence of fibrous nodules,How the odema was developed,Clinical assessment of aetiology,Family History (pedigree chart),Medical History",,,,,,,,,,,,,,,,,,,,,,,,,,
3.2 Physical Examination at baseline,General Examination,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2 Physical Examination at baseline,Systemic Examination,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3 Photo documentation,View,Misc,Coded,,,,,,,Anterior view,Right lateral view,Posterior view,Left lateral view,Video recording of special procedure,Video recording of gait,,,,,,,,,,,,,,,,,,,,
3.3 Photo documentation,Image,Image,Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3 Photo documentation,Others/Discussed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Count,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differential Count,N:________ %,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differential Count,L:________ %,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differential Count,E:________ %,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differential Count,B:________ %,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differential Count,M:________ %,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESR at 1st hour,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hb%(gm%),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plasma glucose level (PGL),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Serum creatinine,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver function tests,ALT,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver function tests,SGPT,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver function tests,SGOT,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver function tests,Serum Bilirubin,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Filariasis card test(ICT),Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Urine Analysis,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ECG,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pus for C/S,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Doppler study,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ultrasonography of skin,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other specific investigation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.4 Baseline Investigations,Misc,Block,,,,,,"Total Count,Differential Count,ESR at 1st hour,Hb%(gm%),Plasma glucose level (PGL),Serum creatinine,Liver function tests,Filariasis card test(ICT),Urine Analysis,ECG,Pus for C/S,Doppler study,Ultrasonography of skin,Other specific investigation",,,,,,,,,,,,,,,,,,,,,,,,,,
Limb Length from ASIS to ground,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limb Length from ASIS to ground,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limb Length from ASIS to ground,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foot Length from medial side,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foot Length from medial side,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foot Length from medial side,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum calf bulk,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum calf bulk,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum calf bulk,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid thigh,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid thigh,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid thigh,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patellar region,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patellar region,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patellar region,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximal bulk,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximal bulk,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximal bulk,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of calf muscle bulk,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of calf muscle bulk,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of calf muscle bulk,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankle,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankle,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankle,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid foot,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid foot,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid foot,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metatarsal ,Distance from ASIS ,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metatarsal ,Right,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metatarsal ,Left,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Limb Measurements by,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Measurements from anterior superior iliac Spine (ASIS) (in cms),Misc,Block,,,,,,"Limb Length from ASIS to ground,Foot Length from medial side,Maximum calf bulk,Mid thigh,Patellar region,Maximal bulk,End of calf muscle bulk,Ankle,Mid foot,Metatarsal,Limb Measurements by",,,,,,,,,,,,,,,,,,,,,,,,,,
Limb volume (Displaced water method),Right Leg,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limb volume (Displaced water method),Left Leg,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Waist circumference,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abdominal girth,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Height?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Body Weight(Kg),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Body weight time of measurement,Misc,Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Body Mass index,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Measured by,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reason if volume measurement not done,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Volume and body weight,Misc,Block,,,,,,"Limb volume (Displaced water method),Waist circumference,Abdominal girth,Height?,Body Weight(Kg),Body weight time of measurement,Body Mass index,Measured by,Reason if volume measurement not done",,,,,,,,,,,,,,,,,,,,,,,,,,
,3.5 Limb Circumferential measurements template,Misc,Block,,,,,,"Measurements from anterior superior iliac Spine (ASIS) (in cms),Volume and body weight",,,,,,,,,,,,,,,,,,,,,,,,,,
Grading check,Oedema Right,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grading check,Oedema Left,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grading check,Grade Right,Misc,Coded,,,,,,,"I - Pitting edemaoedema may present, completely resolve on elevation (during overnight) and normal skin","II(early) - Pitting edemaoedema manifests, does not resolve completely  on elevation (overnight). Normal skin",II(late) - Late stages of II with non-pitting oedema & thickened skin,"III - Oedema is not pitting with tropic skin changes: Acanthosis, Fat deposits, Warty over growth",,,,,,,,,,,,,,,,,,,,,,
Grading check,Grade Left,Misc,Coded,,,,,,,"I - Pitting edemaoedema may present, completely resolve on elevation (during overnight) and normal skin","II(early) - Pitting edemaoedema manifests, does not resolve completely  on elevation (overnight). Normal skin",II(late) - Late stages of II with non-pitting oedema & thickened skin,,,,,,,,,,,,,,,,,,,,,,,
,Obesity related?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Is it lipedema?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grading*,Misc,Block,,,,,,"Grading check,Obesity related?,Is it lipedema?",,,,,,,,,,,,,,,,,,,,,,,,,,
Second great toe,Right skin fold,Misc,Coded,,,,,,,1+ Easily pinchable like normal skin,2+ Skin Thickened but pinchable,3+ Skin Thickened but hardly pinchable,4+ Skin Thickened can not be pinched; Stemmer's Sign Positive,,,,,,,,,,,,,,,,,,,,,,
Second great toe,Left skin fold,Misc,Coded,,,,,,,1+ Easily pinchable like normal skin,2+ Skin Thickened but pinchable,3+ Skin Thickened but hardly pinchable,4+ Skin Thickened can not be pinched; Stemmer's Sign Positive,,,,,,,,,,,,,,,,,,,,,,
Mid foot,Right skin fold,Misc,Coded,,,,,,,1+ Easily pinchable like normal skin,2+ Skin Thickened but pinchable,3+ Skin Thickened but hardly pinchable,4+ Skin Thickened can not be pinched; Stemmer's Sign Positive,,,,,,,,,,,,,,,,,,,,,,
Mid foot,Left skin fold,Misc,Coded,,,,,,,1+ Easily pinchable like normal skin,2+ Skin Thickened but pinchable,3+ Skin Thickened but hardly pinchable,4+ Skin Thickened can not be pinched; Stemmer's Sign Positive,,,,,,,,,,,,,,,,,,,,,,
Any changes in grading at the different locations of limb,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any changes in grading at the different locations of limb,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skin Fold thickness,Misc,Block,,,,,,"Second great toe,Mid foot,Any changes in grading at the different locations of limb",,,,,,,,,,,,,,,,,,,,,,,,,,
,3.6 Assessment of Lymphoedema,Misc,Block,,,,,,"Grading check,Skin Fold thickness",,,,,,,,,,,,,,,,,,,,,,,,,,
Entry points,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry points,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulcers,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulcers,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folliculitis,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folliculitis,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excoriations,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excoriations,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eczema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eczema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fissure foot,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fissure foot,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caries teeth,Presence,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdigital:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdigital:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourth:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourth:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between folds:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between folds:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keratoderma,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keratoderma,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thickening of skin,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thickening of skin,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warty growth,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warty growth,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodules,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodules,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scars,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scars,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature on area of the redness,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature on area of the redness,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenderness on erythema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenderness on erythema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical evidence of cellulitis,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical evidence of cellulitis,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth on limb Sites,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth on limb Sites,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colour of the skin,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colour of the skin,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growth of hair,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growth of hair,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any Other skin issue,Right?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any Other skin issue,Left?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intertrigo,Misc,Block,,,,,,"Interdigital:,First:,Second:,Third:,Fourth:,Between folds:",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-1,Misc,Block,,,,,,"Entry points,Ulcers,Folliculitis,Excoriations,Eczema,Paronychia,Fissure foot,Caries teeth,Intertrigo,Keratoderma",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-2,Misc,Block,,,,,,"Thickening of skin,Warty growth,Nodules,Scars,Erythema,Temperature on area of the redness,Tenderness on erythema,Clinical evidence of cellulitis,Warmth on limb Sites,Colour of the skin",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-3,Misc,Block,,,,,,"Growth of hair,Any Other skin issue",,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Fever with chills and rigor?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Nausea and vomiting?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Lymphadenitis?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Warmth?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Erythema?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Tenderness?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Affected limb?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
,3.7 Dermatological Examination,Misc,Block,,,,,,"General Dermatological Exam-1,General Dermatological Exam-2,General Dermatological Exam-3,ADLA",,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Associated complaints,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Medication,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Prescribing doctor / health center,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Ruksha(Xerosis),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Bahushopha pada(Dependant oedema of foot),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Sphutana(Fissures),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Krishna(Black pigmentation),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Theevra Thoda or Arti or Animitta rujam(Pricking pain),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Bahusho jwara(History of fever),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Daha(Burning Sensation),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Raktavarna(Redness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Peetha varna(Yellow discolouration),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Samsrava(Discharge),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Mrudu(Soft),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Gurutwa(Heaviness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Adhika shopha(Largely oedematus),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Jwara yukta(Warmth of limb or fever),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Snigdha Snigdha varna(Oily/Shiny),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Shwethabha(Whitish),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Drudham/Sthiram(Organised),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Bahukanatakai parivrtam(With Nodules/warty growth),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Sthoola(Huge in size),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Guru Gurutwamanisham(Feeling Of Heaviness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Sheethanvitha(Cold to Touch),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Adhika shopha(Largely edematous),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
,"Dominant Dosha(V,P,K,VP,PK,VK,VPK,PV,KP,KV) ",Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
,Sthaneeya vikruthi - as in Hamsaraj and Madhava Nidhana - clinical methods,Misc,Block,,,,,,"VATAJA,PITTAJA,KAPHAJA",,,,,,,,,,,,,,,,,,,,,,,,,,
,Prakruthi,Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
,Sthaneeya Vikruthi,Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
Selection of phanta for skin care,Churna used,Misc,Coded,,,,,,,Manjista,Sariva,Yastimadhu,Triphala,,,,,,,,,,,,,,,,,,,,,,
Selection of phanta for skin care,Quantity,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Selection of oil for IMLD,Misc,Coded,,,,,,,Pinda thaila,Nalpamaradhi thaila,Sarshapa thaila,,,,,,,,,,,,,,,,,,,,,,,
,Any deviations from routine treatments with reasons,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ekanga Swedana (with comments),Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drug used in swedana and quantity,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingredient,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any other specific treatments?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Activities for Ayurvedic consultant,Misc,Block,,,,,,"Prakruthi,Sthaneeya Vikruthi,Selection of phanta for skin care,Selection of oil for IMLD,Any deviations from routine treatments with reasons,Ekanga Swedana (with comments),Drug used in swedana and quantity,Ingredient,Any other specific treatments?",,,,,,,,,,,,,,,,,,,,,,,,,,
,Medical Team,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9 Vikriti Pareeksha,Misc,Block,,,,,,"Sthaneeya vikruthi - as in Hamsaraj and Madhava Nidhana - clinical methods,Activities for Ayurvedic consultant,Medical Team",,,,,,,,,,,,,,,,,,,,,,,,,,
