Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,reference-term-source,reference-term-code,reference-term-relationship
,3.6 Assessment of Lymphoedema,Misc,Block,,,,,,"Grading check,Skin Fold thickness",,,,,,,,,,,,,,,,,,,,,,,,,,
Entry points,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry points,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulcers,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulcers,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folliculitis,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folliculitis,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excoriations,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excoriations,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eczema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eczema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fissure foot,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fissure foot,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caries teeth,Presence,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdigital:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdigital:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourth:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourth:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between folds:,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Between folds:,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keratoderma,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keratoderma,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thickening of skin,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thickening of skin,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warty growth,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warty growth,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodules,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodules,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scars,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scars,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature on area of the redness,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature on area of the redness,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenderness on erythema,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenderness on erythema,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical evidence of cellulitis,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical evidence of cellulitis,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth on limb Sites,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth on limb Sites,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colour of the skin,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colour of the skin,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growth of hair,Right?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growth of hair,Left?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any Other skin issue,Right?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any Other skin issue,Left?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intertrigo,Misc,Block,,,,,,"Interdigital:,First:,Second:,Third:,Fourth:,Between folds:",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-1,Misc,Block,,,,,,"Entry points,Ulcers,Folliculitis,Excoriations,Eczema,Paronychia,Fissure foot,Caries teeth,Intertrigo,Keratoderma",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-2,Misc,Block,,,,,,"Thickening of skin,Warty growth,Nodules,Scars,Erythema,Temperature on area of the redness,Tenderness on erythema,Clinical evidence of cellulitis,Warmth on limb Sites,Colour of the skin",,,,,,,,,,,,,,,,,,,,,,,,,,
,General Dermatological Exam-3,Misc,Block,,,,,,"Growth of hair,Any Other skin issue",,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Fever with chills and rigor?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Nausea and vomiting?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Lymphadenitis?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Warmth?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Erythema?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Tenderness?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
ADLA,Affected limb?,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
,3.7 Dermatological Examination,Misc,Block,,,,,,"General Dermatological Exam-1,General Dermatological Exam-2,General Dermatological Exam-3,ADLA",,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Associated complaints,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Medication,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8 Associated diseases and current medication,Prescribing doctor / health center,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Ruksha(Xerosis),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Bahushopha pada(Dependant oedema of foot),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Sphutana(Fissures),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Krishna(Black pigmentation),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Theevra Thoda or Arti or Animitta rujam(Pricking pain),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
VATAJA,Bahusho jwara(History of fever),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Daha(Burning Sensation),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Raktavarna(Redness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Peetha varna(Yellow discolouration),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Samsrava(Discharge),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Mrudu(Soft),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Gurutwa(Heaviness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Adhika shopha(Largely oedematus),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
PITTAJA,Jwara yukta(Warmth of limb or fever),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Snigdha Snigdha varna(Oily/Shiny),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Shwethabha(Whitish),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Drudham/Sthiram(Organised),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Bahukanatakai parivrtam(With Nodules/warty growth),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Sthoola(Huge in size),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Guru Gurutwamanisham(Feeling Of Heaviness),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Sheethanvitha(Cold to Touch),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
KAPHAJA,Adhika shopha(Largely edematous),Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,,,,
,"Dominant Dosha(V,P,K,VP,PK,VK,VPK,PV,KP,KV) ",Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
,Sthaneeya vikruthi - as in Hamsaraj and Madhava Nidhana - clinical methods,Misc,Block,,,,,,"VATAJA,PITTAJA,KAPHAJA",,,,,,,,,,,,,,,,,,,,,,,,,,
,Prakruthi,Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
,Sthaneeya Vikruthi,Misc,Coded,,,,,,,VATAJA,PITTAJA,KAPHAJA,VATAJAPITTAJA,PITTAJAKAPHAJA,VATAJAKAPHAJA,VATAJAPITTAJAKAPHAJA,PITTAJAVATAJA,KAPHAJAPITTAJA,KAPHAJAVATAJA,,,,,,,,,,,,,,,,
Selection of phanta for skin care,Churna used,Misc,Coded,,,,,,,Manjista,Sariva,Yastimadhu,Triphala,,,,,,,,,,,,,,,,,,,,,,
Selection of phanta for skin care,Quantity,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Selection of oil for IMLD,Misc,Coded,,,,,,,Pinda thaila,Nalpamaradhi thaila,Sarshapa thaila,,,,,,,,,,,,,,,,,,,,,,,
,Any deviations from routine treatments with reasons,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ekanga Swedana (with comments),Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drug used in swedana and quantity,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ingredient,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any other specific treatments?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Activities for Ayurvedic consultant,Misc,Block,,,,,,"Prakruthi,Sthaneeya Vikruthi,Selection of phanta for skin care,Selection of oil for IMLD,Any deviations from routine treatments with reasons,Ekanga Swedana (with comments),Drug used in swedana and quantity,Ingredient,Any other specific treatments?",,,,,,,,,,,,,,,,,,,,,,,,,,
,Medical Team,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9 Vikriti Pareeksha,Misc,Block,,,,,,"Sthaneeya vikruthi - as in Hamsaraj and Madhava Nidhana - clinical methods,Activities for Ayurvedic consultant,Medical Team",,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abduction,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adduction,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Rotation,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Right-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Left-Hip,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Right-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ext Rotation,Left-Knee,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Right-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Left-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Right-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantar Flexion,Left-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Right-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Left-ANKLE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Right-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsi Flexion,Left-TOE,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assessment of ROM,Misc,Block,,,,,,"Flexion,Extension,Abduction,Adduction,Int Rotation,Ext Rotation,Plantar Flexion,Dorsi Flexion",,,,,,,,,,,,,,,,,,,,,,,,,,
Compensatory Movements,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Compensatory Movements,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shifting of weight,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shifting of weight,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Initial contact,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Initial contact,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Push off,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Push off,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Shift of COG,Right-Side,Misc,Coded,,,,,,,Anterior,Posterior,No change,,,,,,,,,,,,,,,,,,,,,,,
Shift of COG,Left-Side,Misc,Coded,,,,,,,Anterior,Posterior,No change,,,,,,,,,,,,,,,,,,,,,,,
Arm Swing,Right-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
Arm Swing,Left-Side,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
,4.1 Range of motion(ROM) of joints active,Misc,Block,,,,,,"Assessment of ROM,Compensatory Movements,Shifting of weight,Initial contact,Push off,Shift of COG,Arm Swing",,,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Shoulder Alignment,Misc,Coded,,,,,,,Normal,Right side lower,Left side lower,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Level of pinna of Ear,Misc,Coded,,,,,,,Same level,Right pinna lower,Left pinna lower,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Waist Angle,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Alignment of PSIS/ASIS,Misc,Coded,,,,,,,In level,Not in level,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Scoliois,Misc,Coded,,,,,,,Concave to left,Convex to right,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Primary curve,Misc,Coded,,,,,,,Present,Absent,,,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Secondary curve,Misc,Coded,,,,,,,Present,Absent,Cervical region,Lumbar region,,,,,,,,,,,,,,,,,,,,,,
4.2 Posture Analysis,Pelvic tilt,Misc,Coded,,,,,,,Present,Absent,Anterior,Lateral,,,,,,,,,,,,,,,,,,,,,,
,Gait Change Examination,Misc,Coded,,,,,,,Baseline,Followup,Left side lower,,,,,,,,,,,,,,,,,,,,,,,
Bunion,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Bunion,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tailor's Bunion,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Tailor's Bunion,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammertoe deformity,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Hammertoe deformity,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat Foot,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Flat Foot,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperextension of toe (Hitchhiker's Toe),Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Hyperextension of toe (Hitchhiker's Toe),Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pronated foot,Affected limb,Misc,Coded,,,,,,,Right-Foot,Left-Foot,,,,,,,,,,,,,,,,,,,,,,,,
Pronated foot,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Foot,Misc,Block,,,,,,"Bunion,Tailor's Bunion,Hammertoe deformity,Flat Foot,Hyperextension of toe (Hitchhiker's Toe),Pronated foot",,,,,,,,,,,,,,,,,,,,,,,,,,
Genu valgum,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Genu valgum,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexion contracture of knee,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Flexion contracture of knee,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excessive knee extension,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Excessive knee extension,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker's cyst,Affected limb,Misc,Coded,,,,,,,Right-Knee,Left-Knee,,,,,,,,,,,,,,,,,,,,,,,,
Baker's cyst,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knee,Misc,Block,,,,,,"Genu valgum,Flexion contracture of knee,Excessive knee extension,Baker's cyst",,,,,,,,,,,,,,,,,,,,,,,,,,
Outer rotation of hip,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Outer rotation of hip,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anterior pelvic tilt,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Anterior pelvic tilt,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lateral pelvic tilt,Affected limb,Misc,Coded,,,,,,,Right-Hip,Left-Hip,,,,,,,,,,,,,,,,,,,,,,,,
Lateral pelvic tilt,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hip,Misc,Block,,,,,,"Outer rotation of hip,Anterior pelvic tilt,Lateral pelvic tilt",,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Affected limb right,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Affected limb left,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn/callus formation,Duration (months),Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sole,Misc,Block,,,,,,Corn/callus formation,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recommended exercises,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3 Structural changes due to improper gait,Misc,Block,,,,,,"Foot,Knee,Hip,Sole,Recommended exercises",,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Removing/Training/monitoring the care of bandages,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Hair parrying /nail Parrying,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soap for skin wash,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Skin wash with Soap and Water.. Which Soap?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Ringer lactate spray,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Soaking in warm phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of inter Digital clefts with Cotton cloth/dryer,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Drying of Folds with Cotton Pad,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Application of cream,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Preparation of swedana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Training the bystander,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1 Activities of Multipurpose Health Worker,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Measure,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Preparation of phanta,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2 Phanta preparation,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Drusthi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Chinmudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Mrugimudra,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Samasthithi,Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
Yogic breathing,Sthithi(Final Position),Misc,Coded,,,,,,,Day 1,Day 2,Day 3,Day 4,Day 5,,,,,,,,,,,,,,,,,,,,,
